RateChange,AdjDuration,AdjConvexity
-0.02,4.245555555555556,179.82399755127028
-0.018000000000000002,4.241271442986882,179.46126643321682
-0.016000000000000004,4.236995967741936,179.0996317312695
-0.014000000000000005,4.232729103726083,178.7390890310725
-0.012000000000000007,4.2284708249496985,178.3796339404637
-0.010000000000000009,4.224221105527638,178.02126208934115
-0.00800000000000001,4.219979919678715,177.66396912953016
-0.006000000000000012,4.215747241725175,177.30775073465128
-0.004000000000000014,4.211523046092185,176.95260259998955
-0.0020000000000000157,4.207307307307308,176.59852044236428
-1.734723475976807e-17,4.2031,176.2455
0.001999999999999981,4.198901098901099,175.89353703239823
0.003999999999999979,4.194710578842315,175.5426273202099
0.005999999999999978,4.190528414755733,175.1927666651094
0.007999999999999976,4.1863545816733065,174.8439508896684
0.009999999999999974,4.1821890547263685,174.4961758372318
0.011999999999999972,4.178031809145129,174.1494373717931
0.013999999999999974,4.173882820258193,173.8037313778723
0.01599999999999997,4.1697420634920634,173.45905376039303
0.017999999999999964,4.165609514370664,173.1154004445619
0.019999999999999966,4.161485148514852,172.77276737574746
